,fileid,cluster,journal,subject
833,istoe.com.br___presidente-eleito-da-argentina-sauda-lula-livre-e-elogia-sua-fortaleza_.txt,5,istoe,soltura-lula
834,istoe.com.br___prisao-de-lula-nao-vai-ser-aceita-com-normalidade-diz-gleisi-hoffmann_.txt,5,istoe,prisao-lula
835,istoe.com.br___prisao-de-paulo-bernardo-enfraquece-dilma-na-comissao-do-impeachment_.txt,1,istoe,impeachment-dilma
836,istoe.com.br___procuradoria-apura-se-pagamento-de-publicidade-ocultou-doacao-a-aecio_.txt,0,istoe,afastamento-aecio
837,istoe.com.br___psdb-decide-manter-aecio-neves-afastado-da-presidencia-do-partido-e-mantem-tasso_.txt,0,istoe,afastamento-aecio
838,istoe.com.br___psdb-e-dem-vao-esperar-o-supremo-para-decidir-apoio-a-temer_.txt,0,istoe,afastamento-aecio
839,istoe.com.br___psdb-quer-relatorio-unico-para-as-3-comissoes-da-reforma-trabalhista-no-senado_.txt,2,istoe,reforma-trabalhista
840,istoe.com.br___pt-avalia-mudanca-de-sede-para-cutitiba-enquanto-lula-estiver-preso_.txt,5,istoe,prisao-lula
841,istoe.com.br___pt-faz-reuniao-para-discutir-atuacao-dos-deputados-na-camara-apos-prisao-de-lula_.txt,5,istoe,prisao-lula
842,istoe.com.br___pt-ve-possibilidade-de-prisao-de-lula-antes-da-pascoa_.txt,3,istoe,prisao-lula
843,istoe.com.br___recurso-de-lula-contra-a-prisao-comeca-a-ser-julgado-virtualmente_.txt,3,istoe,prisao-lula
844,istoe.com.br___rede-recorre-do-arquivamento-do-pedido-de-cassacao-de-aecio-neves_.txt,0,istoe,afastamento-aecio
845,istoe.com.br___reforma-da-previdencia-interessa-ate-para-o-servidor-diz-bolsonaro_.txt,2,istoe,reforma-previdencia
846,istoe.com.br___reforma-da-previdencia-vitoria-de-rodrigo-maia-e-derrota-da-esquerda_.txt,2,istoe,reforma-previdencia
847,istoe.com.br___reforma-trabalhista-deve-ser-votada-na-camara-ate-o-fim-de-abril-diz-relator_.txt,2,istoe,reforma-trabalhista
848,istoe.com.br___reforma-trabalhista-preve-demissao-de-comum-acordo-entre-trabalhador-e-empresa_.txt,4,istoe,reforma-trabalhista
849,istoe.com.br___reforma-trabalhista-veja-ponto-a-ponto-como-ficou-a-lei-aprovada-pelo-congresso_.txt,4,istoe,reforma-trabalhista
850,istoe.com.br___relator-apresenta-nessa-terca-parecer-sobre-impeachment-de-dilma-rousseff_.txt,5,istoe,impeachment-dilma
851,istoe.com.br___relator-defende-debate-da-reforma-trabalhista-pelo-plenario-da-camara_.txt,2,istoe,reforma-trabalhista
852,istoe.com.br___renan-dilma-ira-colaborar-para-que-calendario-do-impeachment-seja-cumprido_.txt,1,istoe,impeachment-dilma
853,istoe.com.br___renan-e-juca-divergem-sobre-reforma-trabalhista_.txt,2,istoe,reforma-trabalhista
854,istoe.com.br___renan-recebe-centrais-sindicais-e-oposicao-para-debater-reforma-trabalhista_.txt,5,istoe,reforma-trabalhista
855,istoe.com.br___representacao-contra-aecio-no-senado-aguarda-formacao-do-conselho-de-etica_.txt,0,istoe,afastamento-aecio
856,istoe.com.br___revelacoes-de-odebrecht-ajudam-a-consolidar-impeachment-de-dilma-diz-eunicio_.txt,1,istoe,impeachment-dilma
857,istoe.com.br___rojoes-sao-disparados-por-todo-o-brasil-apos-prisao-de-lula_.txt,5,istoe,prisao-lula
858,istoe.com.br___senado-adia-votacao-sobre-afastamento-de-aecio_.txt,0,istoe,afastamento-aecio
859,istoe.com.br___senado-aprova-urgencia-de-reforma-trabalhista_.txt,5,istoe,reforma-trabalhista
860,istoe.com.br___senado-instaura-processo-de-impeachment-e-dilma-e-afastada-da-presidencia_.txt,1,istoe,impeachment-dilma
861,istoe.com.br___senadores-que-apoiam-impeachment-discutem-estrategias-para-o-depoimento-de-dilma_.txt,1,istoe,impeachment-dilma
862,istoe.com.br___servidor-quer-barrar-reforma-na-ccj_.txt,2,istoe,reforma-previdencia
863,istoe.com.br___stf-adia-julgamento-de-habeas-corpus-de-lula_.txt,3,istoe,soltura-lula
864,istoe.com.br___stf-adia-julgamento-mas-da-liminar-contra-prisao-de-lula_.txt,3,istoe,prisao-lula
865,istoe.com.br___stf-divulga-conversa-do-jornalista-reinaldo-azevedo-com-irma-de-aecio_.txt,0,istoe,afastamento-aecio
866,istoe.com.br___stf-nega-liminar-para-anular-sessao-do-senado-que-aprovou-impeachment-de-dilma_.txt,1,istoe,impeachment-dilma
867,istoe.com.br___stf-retoma-debate-que-pode-libertar-lula_.txt,3,istoe,soltura-lula
868,istoe.com.br___stf-retoma-julgamento-da-2a-instancia_.txt,3,istoe,soltura-lula
869,istoe.com.br___stj-recebe-mais-260-habeas-corpus-em-favor-de-lula_.txt,3,istoe,prisao-lula
870,istoe.com.br___suplente-se-diz-triste-por-ter-afinidade-com-aecio_.txt,0,istoe,afastamento-aecio
871,istoe.com.br___supremo-adia-decisao-sobre-prisao-do-senador-afastado-aecio-neves_.txt,0,istoe,afastamento-aecio
872,istoe.com.br___temer-assume-presidencia-e-lewandowski-assume-processo-de-impeachment_.txt,1,istoe,impeachment-dilma
873,istoe.com.br___temer-e-notificado-de-decisao-do-senado-sobre-impeachment-de-dilma_.txt,1,istoe,impeachment-dilma
874,istoe.com.br___temer-e-renan-avancam-em-entendimento-sobre-a-reforma-trabalhista_.txt,2,istoe,reforma-trabalhista
875,istoe.com.br___temer-pede-mesmo-grau-de-engajamento-no-senado-para-reforma-trabalhista_.txt,2,istoe,reforma-trabalhista
876,istoe.com.br___temer-reconhece-que-ha-excessos-na-reforma-trabalhista-afirma-renan_.txt,2,istoe,reforma-trabalhista
877,istoe.com.br___temer-reforma-trabalhista-trara-inumeras-vantagens-a-quem-nao-tinha-direitos_.txt,4,istoe,reforma-trabalhista
878,istoe.com.br___teori-ainda-nao-decidiu-sobre-pedido-da-agu-contra-impeachment_.txt,1,istoe,impeachment-dilma
879,istoe.com.br___teori-nega-mais-um-pedido-de-dilma-para-anular-julgamento-do-impeachment_.txt,1,istoe,impeachment-dilma
880,istoe.com.br___torcer-pela-prisao-de-aecio-e-equivoco-diz-lider-do-pt-na-camara_.txt,0,istoe,afastamento-aecio
881,istoe.com.br___turma-do-stf-decide-julgar-pedido-de-soltura-de-lula_.txt,5,istoe,soltura-lula
882,istoe.com.br___um-partido-transformado-em-seita_.txt,5,istoe,prisao-lula
883,istoe.com.br___vamos-jogar-pesado-na-reforma-da-previdencia-diz-bolsonaro_.txt,2,istoe,reforma-previdencia
884,istoe.com.br___waldir-maranhao-revoga-ato-em-que-anulou-sessao-do-impeachment-na-camara_.txt,1,istoe,impeachment-dilma
885,istoedinheiro.com.br___aecio-afasta-tasso-da-presidencia-do-psdb-e-reassume-cargo-no-partido_.txt,0,istoe,afastamento-aecio
886,istoedinheiro.com.br___alckmin-defende-que-psdb-fique-no-governo-e-propoe-antecipar-substituto-de-aecio_.txt,0,istoe,afastamento-aecio
887,istoedinheiro.com.br___aliados-no-psdb-reagem-a-acao-para-destituir-tucano_.txt,0,istoe,afastamento-aecio
888,istoedinheiro.com.br___com-flexibilizacao-de-varios-pontos-da-clt-reforma-trabalhista-divide-opinioes_.txt,4,istoe,reforma-trabalhista
889,istoedinheiro.com.br___comissao-do-senado-volta-a-discutir-reforma-trabalhista-acompanhe-ao-vivo_.txt,2,istoe,reforma-trabalhista
890,istoedinheiro.com.br___conselho-de-etica-do-senado-arquiva-processo-contra-aecio-neves_.txt,0,istoe,afastamento-aecio
891,istoedinheiro.com.br___conselho-de-etica-do-senado-deve-decidir-futuro-de-aecio-neves-em-novembro_.txt,0,istoe,afastamento-aecio
892,istoedinheiro.com.br___defesa-de-aecio-volta-a-pedir-julgamento-no-plenario-do-stf-em-vez-da-1a-turma_.txt,0,istoe,afastamento-aecio
893,istoedinheiro.com.br___defesa-de-lula-protocola-pedido-de-soltura-do-ex-presidente-da-republica_.txt,5,istoe,soltura-lula
894,istoedinheiro.com.br___domesticos-podem-ficar-fora-da-reforma-trabalhista_.txt,4,istoe,reforma-trabalhista
895,istoedinheiro.com.br___doria-defende-permanencia-do-psdb-no-governo-temer_.txt,0,istoe,afastamento-aecio
896,istoedinheiro.com.br___duvidas-cercam-reforma-trabalhista_.txt,4,istoe,reforma-trabalhista
897,istoedinheiro.com.br___em-pronunciamento-ministro-diz-que-reforma-trabalhista-consolida-direitos_.txt,4,istoe,reforma-trabalhista
898,istoedinheiro.com.br___entenda-quais-principais-mudancas-na-reforma-trabalhista-proposta-pelo-governo_.txt,4,istoe,reforma-trabalhista
899,istoedinheiro.com.br___janot-volta-a-pedir-ao-stf-a-prisao-de-aecio-neves_.txt,0,istoe,afastamento-aecio
900,istoedinheiro.com.br___lewandowski-e-sorteado-relator-de-um-dos-inqueritos-contra-aecio-neves-no-stf_.txt,0,istoe,afastamento-aecio
901,istoedinheiro.com.br___maia-cobra-participacao-de-bolsonaro-em-esforco-pela-reforma-da-previdencia_.txt,2,istoe,reforma-previdencia
902,istoedinheiro.com.br___marco-aurelio-diz-que-so-vai-analisar-denuncia-de-aecio-apos-julgar-recursos_.txt,0,istoe,afastamento-aecio
903,istoedinheiro.com.br___marco-aurelio-permite-que-aecio-volte-ao-senado_.txt,0,istoe,afastamento-aecio
904,istoedinheiro.com.br___milhares-tomam-a-paulista-contra-reformas-trabalhistas-e-da-previdencia_.txt,5,istoe,reforma-trabalhista
905,istoedinheiro.com.br___ministro-do-trabalho-ira-ao-senado-discutir-reforma-trabalhista-com-relatores_.txt,5,istoe,reforma-trabalhista
906,istoedinheiro.com.br___ministros-reassumem-pastas-apos-votacao-da-reforma-trabalhista_.txt,2,istoe,reforma-trabalhista
907,istoedinheiro.com.br___noticias_economia_20151202_eduardo-cunha-aceita-pedido-impeachment-contra-dilma_322650.txt,1,istoe,impeachment-dilma
908,istoedinheiro.com.br___noticias_economia_20160226_tenho-consciencia-tranquila-diz-dilma-jornal-chileno-sobre-impeachment_346918.txt,5,istoe,impeachment-dilma
909,istoedinheiro.com.br___noticias_economia_20160410_seguranca-maxima-brasilia-por-votacao-impeachment-dilma_360944.txt,1,istoe,impeachment-dilma
910,istoedinheiro.com.br___noticias_economia_20160411_comissao-parlamentar-recomenda-abertura-processo-impeachment_361386.txt,5,istoe,impeachment-dilma
911,istoedinheiro.com.br___noticias_economia_20160415_brasil-debate-impeachment-dilma-sessao-dramatica-congresso_362942.txt,1,istoe,impeachment-dilma
912,istoedinheiro.com.br___noticias_economia_20160503_comissao-especial-rejeita-arquivar-processo-impeachment-dilma_368721.txt,1,istoe,impeachment-dilma
913,istoedinheiro.com.br___noticias_economia_20160505_inicio-processo-impeachment-foi-chantagem-cunha-diz-dilma_369697.txt,1,istoe,impeachment-dilma
914,istoedinheiro.com.br___noticias_economia_20160706_cardozo-lera-depoimento-pessoal-dilma-comissao-impeachment_390466.txt,5,istoe,impeachment-dilma
915,istoedinheiro.com.br___oposicao-tenta-mudar-reforma-trabalhista_.txt,4,istoe,reforma-trabalhista
916,istoedinheiro.com.br___partidos-registram-traicoes-ao-governo-na-votacao-da-reforma-trabalhista_.txt,2,istoe,reforma-trabalhista
917,istoedinheiro.com.br___presidente-da-alesp-defende-renuncia-de-aecio-a-presidencia-do-psdb_.txt,0,istoe,afastamento-aecio
918,istoedinheiro.com.br___psdb-de-sao-paulo-pressiona-cupula-por-desembarque-do-governo-temer_.txt,0,istoe,afastamento-aecio
919,istoedinheiro.com.br___reforma-trabalhista-amplia-horizontes-para-quem-procura-emprego-diz-temer_.txt,4,istoe,reforma-trabalhista
920,istoedinheiro.com.br___reforma-trabalhista-pode-sofrer-seis-alteracoes_.txt,2,istoe,reforma-trabalhista
921,istoedinheiro.com.br___relatorio-da-reforma-trabalhista-fica-pronto-neste-mes_.txt,2,istoe,reforma-trabalhista
922,istoedinheiro.com.br___renan-critica-reforma-trabalhista-enquanto-base-da-camara-tenta-vitoria_.txt,2,istoe,reforma-trabalhista
923,istoedinheiro.com.br___temer-e-ministros-fazem-balanco-da-reforma-trabalhista-diz-aguinaldo_.txt,2,istoe,reforma-trabalhista
924,istoedinheiro.com.br___toffoli-nega-pedido-do-pcdob-para-suspender-votacao-da-reforma-trabalhista_.txt,5,istoe,reforma-trabalhista
925,m.folha.uol.com.br___mercado_2017_04_1879081-pdt-expulsa-deputado-que-votou-a-favor-de-reforma-trabalhista.shtml.txt,2,folha,reforma-trabalhista
926,m.folha.uol.com.br___poder_2015_12_1716221-temer-escreve-carta-em-tom-de-desabafo-a-dilma.shtml.txt,1,folha,impeachment-dilma
927,m.folha.uol.com.br___poder_2016_03_1747562-stf-conclui-publicacao-de-decisao-sobre-rito-do-impeachment.shtml.txt,1,folha,impeachment-dilma
928,m.folha.uol.com.br___poder_2016_03_1751005-juiz-que-suspendeu-posse-de-lula-e-favoravel-a-protestos-contra-dilma.shtml.txt,5,folha,impeachment-dilma
929,m.folha.uol.com.br___poder_2016_03_1751745-oab-declara-apoio-ao-impeachment-da-presidente-dilma.shtml.txt,1,folha,impeachment-dilma
930,m.folha.uol.com.br___poder_2016_03_1751953-fhc-passa-a-defender-impeachment-de-dilma.shtml.txt,1,folha,impeachment-dilma
931,m.folha.uol.com.br___poder_2016_08_1802169-advogado-de-dilma-entrega-ultimo-documento-da-defesa-e-questiona-erros.shtml.txt,1,folha,impeachment-dilma
932,oglobo.globo.com___brasil_advogado-da-jbs-diz-que-revisao-seria-golpe-de-morte-nas-delacoes-21503384.txt,0,oglobo,afastamento-aecio
933,oglobo.globo.com___brasil_aecio-neves-destitui-tasso-jereissati-da-presidencia-do-psdb-22049673.txt,0,oglobo,afastamento-aecio
934,oglobo.globo.com___brasil_aecio-recorreu-amigo-para-tentar-interferir-em-recall-da-andrade-gutierrez-1-21418331.txt,0,oglobo,afastamento-aecio
935,oglobo.globo.com___brasil_alexandre-de-moraes-nega-pedido-de-liberdade-de-lula-22836379.txt,3,oglobo,prisao-lula
936,oglobo.globo.com___brasil_apos-decisao-do-stf-sobre-2-instancia-bolsonaro-ignora-lula-diz-que-nao-vai-entrar-em-canoa-furada-1-24071590.txt,5,oglobo,soltura-lula
937,oglobo.globo.com___brasil_apos-justica-determinar-soltura-de-lula-bolsonaro-mantem-silencio-24070798.txt,5,oglobo,soltura-lula
938,oglobo.globo.com___brasil_audio-de-temer-pos-impeachment-repercute-no-congresso-19060303.txt,1,oglobo,impeachment-dilma
939,oglobo.globo.com___brasil_camara-aprova-processo-de-impeachment-de-dilma-que-segue-para-senado-19109151.txt,1,oglobo,impeachment-dilma
940,oglobo.globo.com___brasil_cardozo-diz-que-vai-recorrer-ao-stf-caso-senado-confirme-impeachment-19618027.txt,1,oglobo,impeachment-dilma
941,oglobo.globo.com___brasil_ciro-diz-que-brasil-nao-tera-paz-enquanto-lula-estiver-preso-22903201.txt,5,oglobo,prisao-lula
942,oglobo.globo.com___brasil_comissao-do-senado-aprova-relatorio-favoravel-ao-julgamento-de-dilma-19852029.txt,1,oglobo,impeachment-dilma
943,oglobo.globo.com___brasil_comissao-especial-aprova-parecer-pelo-impeachment-da-presidente-dilma-19062038.txt,1,oglobo,impeachment-dilma
944,oglobo.globo.com___brasil_comite-da-onu-rejeita-recursos-da-defesa-contra-prisao-de-lula-22705542.txt,5,oglobo,prisao-lula
945,oglobo.globo.com___brasil_confira-como-votou-cada-senador-da-comissao-do-impeachment-19247118.txt,1,oglobo,impeachment-dilma
946,oglobo.globo.com___brasil_continuidade-do-processo-de-impeachment-tem-maioria-no-senado-19875256.txt,1,oglobo,impeachment-dilma
947,oglobo.globo.com___brasil_datafolha-60-dos-deputados-afirmam-votar-pelo-impeachment-19042448.txt,1,oglobo,impeachment-dilma
948,oglobo.globo.com___brasil_debandada-de-partidos-amplia-isolamento-de-dilma-19072919.txt,1,oglobo,impeachment-dilma
949,oglobo.globo.com___brasil_defesa-de-lula-cobra-julgamento-do-stf-para-prisao-em-segunda-instancia-22461655.txt,3,oglobo,prisao-lula
950,oglobo.globo.com___brasil_defesa-de-lula-entra-com-pedido-de-liberdade-48-minutos-apos-decisao-de-marco-aurelio-23316625.txt,3,oglobo,soltura-lula
951,oglobo.globo.com___brasil_defesa-de-lula-recorre-ao-stf-para-reverter-prisao-de-ex-presidente-22588799.txt,3,oglobo,prisao-lula
952,oglobo.globo.com___brasil_defesa-pedira-soltura-imediata-de-lula-que-dependera-de-aval-de-juiza-de-curitiba-24068918.txt,3,oglobo,soltura-lula
953,oglobo.globo.com___brasil_deltan-diz-que-fara-jejum-durante-julgamento-de-hc-de-lula-22548453.txt,5,oglobo,prisao-lula
954,oglobo.globo.com___brasil_dilma-afastada-da-presidencia-por-55-votos-favor-22-contra-19286831.txt,1,oglobo,impeachment-dilma
955,oglobo.globo.com___brasil_dilma-cancela-pronunciamento-em-cadeia-nacional-de-radio-tv-19095850.txt,1,oglobo,impeachment-dilma
956,oglobo.globo.com___brasil_dilma-desiste-de-descer-rampa-com-mulheres-apos-impeachment-19271032.txt,1,oglobo,impeachment-dilma
957,oglobo.globo.com___brasil_dilma-diz-que-historia-foi-severa-implacavel-com-temer-aecio-cunha-21559021.txt,1,oglobo,afastamento-aecio
958,oglobo.globo.com___brasil_dilma-diz-que-impeachment-foi-golpe-parlamentar-um-ato-misogino-19812751.txt,1,oglobo,impeachment-dilma
959,oglobo.globo.com___brasil_dilma-senado-tomou-decisao-que-entra-para-historia-das-grandes-injusticas-20026652.txt,1,oglobo,impeachment-dilma
960,oglobo.globo.com___brasil_dilma-temer-disputam-voto-voto-na-vespera-da-decisao-sobre-impeachment-na-camara-19104782.txt,1,oglobo,impeachment-dilma
961,oglobo.globo.com___brasil_dilma-temer-tem-disputa-apertada-de-votos-no-senado-sobre-impeachment-19412456.txt,1,oglobo,impeachment-dilma
962,oglobo.globo.com___brasil_dilma-vai-ao-senado-no-dia-29-fazer-sua-propria-defesa-em-julgamento-do-impeachment-19940543.txt,1,oglobo,impeachment-dilma
963,oglobo.globo.com___brasil_dois-senadores-ja-admitem-rever-voto-pelo-impeachment-19404106.txt,1,oglobo,impeachment-dilma
964,oglobo.globo.com___brasil_eduardo-azeredo-jose-dirceu-saem-da-prisao-apos-decisao-do-stf-24070849.txt,3,oglobo,soltura-lula
965,oglobo.globo.com___brasil_em-documento-enviado-ao-stf-dilma-reitera-que-impeachment-foi-golpe-19461960.txt,1,oglobo,impeachment-dilma
966,oglobo.globo.com___brasil_em-salvador-lula-defende-que-pt-nao-precisa-fazer-autocritica-24081180.txt,5,oglobo,soltura-lula
967,oglobo.globo.com___brasil_em-sessao-tumultuada-lideres-partidarios-defendem-voto-contra-a-favor-do-impeachment-19107459.txt,1,oglobo,impeachment-dilma
968,oglobo.globo.com___brasil_em-video-nas-redes-lula-diz-que-esta-solto-para-ajudar-libertar-brasil-dessa-loucura-1-24072210.txt,3,oglobo,soltura-lula
969,oglobo.globo.com___brasil_embaixadores-defendem-impeachment-de-dilma-19774701.txt,1,oglobo,impeachment-dilma
970,oglobo.globo.com___brasil_estou-pronto-para-ser-preso-diz-lula-em-entrevista-para-livro-22485251.txt,5,oglobo,prisao-lula
971,oglobo.globo.com___brasil_eu-votei-no-aecio-usuarios-fazem-piada-com-apoiadores-de-tucano-21357297.txt,0,oglobo,afastamento-aecio
972,oglobo.globo.com___brasil_fachin-divide-inquerito-de-temer-aecio-em-dois-21413916.txt,0,oglobo,afastamento-aecio
973,oglobo.globo.com___brasil_fachin-envia-para-carmen-pedido-de-aecio-sobre-relatoria-de-acao-21899930.txt,0,oglobo,afastamento-aecio
974,oglobo.globo.com___brasil_gleisi-pede-apoio-do-mundo-arabe-para-libertar-lula-da-prisao-22604118.txt,5,oglobo,prisao-lula
975,oglobo.globo.com___brasil_governadores-do-nordeste-devem-visitar-lula-na-prisao-nesta-terca-feira-22572100.txt,3,oglobo,prisao-lula
976,oglobo.globo.com___brasil_governo-temer-avalia-que-discurso-de-dilma-nao-muda-placar-do-impeachment-20011750.txt,1,oglobo,impeachment-dilma
977,oglobo.globo.com___brasil_gravacao-de-juca-escancara-golpe-diz-dilma-19364536.txt,1,oglobo,impeachment-dilma
978,oglobo.globo.com___brasil_grupos-pro-impeachment-sao-contra-muro-para-divisao-da-esplanada-19058444.txt,5,oglobo,impeachment-dilma
979,oglobo.globo.com___brasil_homem-hospitalizado-apos-ser-agredido-na-porta-do-instituto-lula-22562026.txt,5,oglobo,prisao-lula
980,oglobo.globo.com___brasil_irma-de-aecio-pediu-para-jbs-comprar-cobertura-duplex-de-40-milhoes-21406145.txt,0,oglobo,afastamento-aecio
981,oglobo.globo.com___brasil_janaina-chora-pede-desculpas-dilma-mas-diz-que-nao-podia-se-omitir-20017303.txt,1,oglobo,impeachment-dilma
982,oglobo.globo.com___brasil_jean-wyllys-admite-que-cuspiu-na-cara-de-bolsonaro-19110700.txt,5,oglobo,impeachment-dilma
983,oglobo.globo.com___brasil_juiza-barra-visita-de-governadores-lula-22576520.txt,5,oglobo,prisao-lula
984,oglobo.globo.com___brasil_juiza-pede-manifestacao-do-mpf-sobre-pedido-de-soltura-de-lula-23317400.txt,3,oglobo,soltura-lula
985,oglobo.globo.com___brasil_juiza-proibe-lula-de-gravar-videos-fazer-pre-campanha-na-prisao-22876249.txt,3,oglobo,prisao-lula
986,oglobo.globo.com___brasil_julgamento-do-impeachment-encerra-fase-de-testemunhas-dilma-apresenta-defesa-na-2-feira-20007040.txt,1,oglobo,impeachment-dilma
987,oglobo.globo.com___brasil_lewandowski-sobre-impeachment-um-tropeco-na-democracia-20197033.txt,5,oglobo,impeachment-dilma
988,oglobo.globo.com___brasil_lula-deixa-sede-do-sindicato-pe-se-entrega-pf-22568744.txt,5,oglobo,prisao-lula
989,oglobo.globo.com___brasil_lula-esta-bem-tentou-nos-animar-diz-senadora-que-visitou-ex-presidente-22601391.txt,5,oglobo,prisao-lula
990,oglobo.globo.com___brasil_lula-so-tem-chance-de-sair-da-prisao-se-gente-assumir-poder-diz-ciro-22916212.txt,5,oglobo,prisao-lula
991,oglobo.globo.com___brasil_maior-presente-para-lula-ganhar-eleicao-tira-lo-da-prisao-diz-gleisi-23192182.txt,5,oglobo,soltura-lula
992,oglobo.globo.com___brasil_maioria-da-populacao-quer-dilma-temer-fora-do-governo-diz-datafolha-19053277.txt,1,oglobo,impeachment-dilma
993,oglobo.globo.com___brasil_manifestantes-fazem-atos-contra-lula-em-23-estados-no-df-22553578.txt,5,oglobo,prisao-lula
994,oglobo.globo.com___brasil_marco-aurelio-redistribui-novo-pedido-de-habeas-corpus-em-prol-de-lula-no-stf-22564411.txt,3,oglobo,prisao-lula
995,oglobo.globo.com___brasil_marido-de-deputada-que-votou-pelo-impeachment-prefeito-preso-pela-pf-19113829.txt,5,oglobo,impeachment-dilma
996,oglobo.globo.com___brasil_meu-filho-esta-preso-por-lealdade-voce-diz-pai-de-frederico-pacheco-para-aecio-neves-21374445.txt,0,oglobo,afastamento-aecio
997,oglobo.globo.com___brasil_ministra-do-stf-nega-seis-liminares-contra-fatiamento-do-impeachment-20073408.txt,1,oglobo,impeachment-dilma
998,oglobo.globo.com___brasil_ministro-do-stj-nega-pedido-de-lula-para-evitar-prisao-22565563.txt,3,oglobo,prisao-lula
999,oglobo.globo.com___brasil_ministros-do-stf-dizem-que-impeachment-de-dilma-na-camara-nao-foi-golpe-19134087.txt,1,oglobo,impeachment-dilma
1000,oglobo.globo.com___brasil_moro-interrompe-ferias-para-despachar-sobre-liberdade-de-lula-22865241.txt,3,oglobo,prisao-lula
1001,oglobo.globo.com___brasil_moro-pede-esclarecimentos-sobre-ganhos-de-empresa-de-lula-22641073.txt,5,oglobo,prisao-lula
1002,oglobo.globo.com___brasil_mtst-termina-invasao-do-triplex-no-guaruja-apos-negociacao-com-pm-22594842.txt,5,oglobo,prisao-lula
1003,oglobo.globo.com___brasil_nao-quero-ficar-falando-mal-de-presidente-falando-mal-de-ministro-diz-lula-24071570.txt,5,oglobo,soltura-lula
1004,oglobo.globo.com___brasil_nao-temos-um-mandela-neste-pais-preciso-lucidez-diz-boris-fausto-24072820.txt,5,oglobo,soltura-lula
1005,oglobo.globo.com___brasil_no-dia-de-votacao-do-impeachment-dilma-anda-de-bicicleta-mas-reduz-percurso-19106150.txt,1,oglobo,impeachment-dilma
1006,oglobo.globo.com___brasil_nos-eua-ciro-gomes-diz-que-esta-aflito-com-prisao-de-lula-22565031.txt,5,oglobo,prisao-lula
1007,oglobo.globo.com___brasil_os-planos-de-lula-ex-presidente-quer-viajar-pelo-brasil-reorganizar-oposicao-ao-governo-1-24069254.txt,5,oglobo,soltura-lula
1008,oglobo.globo.com___brasil_pedalada-de-dilma-no-plano-safra-nao-foi-operacao-de-credito-nem-crime-diz-mpf-19712360.txt,1,oglobo,impeachment-dilma
1009,oglobo.globo.com___brasil_pela-primeira-vez-no-rio-apos-soltura-lula-retoma-serie-de-criticas-bolsonaro-reforca-intencao-de-unir-esquerda-1-24147030.txt,5,oglobo,soltura-lula
1010,oglobo.globo.com___brasil_perguntas-respostas-sobre-situacao-de-aecio-neves-21474824.txt,0,oglobo,afastamento-aecio
1011,oglobo.globo.com___brasil_petistas-ja-consideram-que-prisao-de-lula-inevitavel-22502788.txt,3,oglobo,prisao-lula
1012,oglobo.globo.com___brasil_pf-apreende-2-milhoes-em-busca-em-enderecos-de-aecio-aliados-de-temer-21358948.txt,0,oglobo,afastamento-aecio
1013,oglobo.globo.com___brasil_pf-apreende-na-casa-de-aecio-anotacoes-identificadas-como-cx-2-21399432.txt,0,oglobo,afastamento-aecio
1014,oglobo.globo.com___brasil_pf-pede-justica-transferencia-de-lula-por-conta-de-despesas-22622248.txt,3,oglobo,prisao-lula
1015,oglobo.globo.com___brasil_pgr-defende-em-parecer-validade-do-processo-de-impeachment-20061707.txt,1,oglobo,impeachment-dilma
1016,oglobo.globo.com___brasil_policia-federal-flagra-primo-de-aecio-recebendo-propina-da-jbs-21460714.txt,0,oglobo,afastamento-aecio
1017,oglobo.globo.com___brasil_politicos-especialistas-avaliam-caminhos-no-debate-politico-fora-da-polarizacao-lula-bolsonaro-24085109.txt,5,oglobo,soltura-lula
1018,oglobo.globo.com___brasil_por-61-votos-20-dilma-afastada-definitivamente-da-presidencia-20025502.txt,1,oglobo,impeachment-dilma
1019,oglobo.globo.com___brasil_predio-tancredo-neves-volta-cena-com-buscas-em-apartamento-de-andrea-neves-21404463.txt,5,oglobo,afastamento-aecio
1020,oglobo.globo.com___brasil_presidenciaveis-comentam-ordem-de-prisao-contra-lula-22562047.txt,3,oglobo,prisao-lula
1021,oglobo.globo.com___brasil_presidente-interino-da-camara-anula-votacao-do-impeachment-de-dilma-19261917.txt,1,oglobo,impeachment-dilma
1022,oglobo.globo.com___brasil_preso-lula-continua-impedir-uniao-entre-partidos-de-esquerda-22592630.txt,5,oglobo,prisao-lula
1023,oglobo.globo.com___brasil_preso-lula-perde-direito-seguranca-motorista-assessores-1-22690853.txt,5,oglobo,prisao-lula
1024,oglobo.globo.com___brasil_primeiro-dia-de-lula-na-cadeia-tem-cafe-da-manha-simples-quentinha-22569584.txt,5,oglobo,prisao-lula
1025,oglobo.globo.com___brasil_prisao-em-2-instancia-toffoli-diz-que-libertacao-nao-automatica-que-congresso-pode-mudar-regra-1-24069070.txt,3,oglobo,soltura-lula
1026,oglobo.globo.com___brasil_procurador-do-tcu-diz-que-dilma-cometeu-contabilidade-destrutiva-fraude-fiscal-19209979.txt,1,oglobo,impeachment-dilma
1027,oglobo.globo.com___brasil_protestos-contra-a-favor-de-dilma-tomam-as-ruas-em-20-estados-19820363.txt,1,oglobo,impeachment-dilma
1028,oglobo.globo.com___brasil_psb-pode-fechar-questao-contra-reformas-romper-com-temer-21250110.txt,5,oglobo,reforma-trabalhista
