,fileid,cluster,journal,subject
0,"acervo.estadao.com.br___noticias_acervo,quatro-ex-presidentes-foram-presos-antes-de-lula,13267,0.htm.txt",5,estadao,prisao-lula
1,acervo.oglobo.globo.com___charges-e-humor_da-estreia-como-aecinho-lava-jato-tucano-retratado-em-charges-21552392.txt,0,oglobo,afastamento-aecio
2,acervo.oglobo.globo.com___em-destaque_aecio-neves-de-assessor-de-tancredo-governador-senador-ate-lava-jato-21359530.txt,0,oglobo,afastamento-aecio
3,blogs.oglobo.globo.com___bernardo-mello-franco_post_collor-diz-que-bolsonaro-corre-risco-de-impeachment.html.txt,5,oglobo,soltura-lula
4,blogs.oglobo.globo.com___bernardo-mello-franco_post_da-cadeia-lula-vai-comentar-copa-para-tv-de-sindicato.html.txt,5,oglobo,prisao-lula
5,blogs.oglobo.globo.com___lauro-jardim_post_por-que-bolsonaro-diz-que-lula-e-muito-burro.html.txt,5,oglobo,soltura-lula
6,blogs.oglobo.globo.com___merval-pereira_post_condenacao-de-lula-continua-igual.html.txt,3,oglobo,soltura-lula
7,brasil.elpais.com___brasil_2015_12_02_politica_1449093380_156718.html.txt,1,elpais,impeachment-dilma
8,brasil.elpais.com___brasil_2015_12_08_politica_1449576293_761185.html.txt,1,elpais,impeachment-dilma
9,brasil.elpais.com___brasil_2015_12_16_opinion_1450265966_724667.html.txt,1,elpais,impeachment-dilma
10,brasil.elpais.com___brasil_2016_02_02_politica_1454449234_500788.html.txt,1,elpais,impeachment-dilma
11,brasil.elpais.com___brasil_2016_03_04_politica_1457115590_947838.html.txt,1,elpais,impeachment-dilma
12,brasil.elpais.com___brasil_2016_03_10_politica_1457613322_994449.html.txt,1,elpais,impeachment-dilma
13,brasil.elpais.com___brasil_2016_03_13_politica_1457906776_440577.html.txt,1,elpais,impeachment-dilma
14,brasil.elpais.com___brasil_2016_03_17_politica_1458179601_208300.html.txt,5,elpais,impeachment-dilma
15,brasil.elpais.com___brasil_2016_03_18_politica_1458258396_570381.html.txt,1,elpais,impeachment-dilma
16,brasil.elpais.com___brasil_2016_03_22_politica_1458666904_690917.html.txt,1,elpais,impeachment-dilma
17,brasil.elpais.com___brasil_2016_03_28_politica_1459189645_411464.html.txt,5,elpais,impeachment-dilma
18,brasil.elpais.com___brasil_2016_03_30_politica_1459293666_164652.html.txt,1,elpais,impeachment-dilma
19,brasil.elpais.com___brasil_2016_03_31_politica_1459383585_301639.html.txt,1,elpais,impeachment-dilma
20,brasil.elpais.com___brasil_2016_04_01_politica_1459541270_747797.html.txt,1,elpais,impeachment-dilma
21,brasil.elpais.com___brasil_2016_04_05_politica_1459812255_649619.html.txt,1,elpais,impeachment-dilma
22,brasil.elpais.com___brasil_2016_04_05_politica_1459872017_590938.html.txt,1,elpais,impeachment-dilma
23,brasil.elpais.com___brasil_2016_04_06_politica_1459978876_935564.html.txt,1,elpais,impeachment-dilma
24,brasil.elpais.com___brasil_2016_04_08_politica_1460140995_879932.html.txt,1,elpais,impeachment-dilma
25,brasil.elpais.com___brasil_2016_04_12_politica_1460430132_131176.html.txt,5,elpais,impeachment-dilma
26,brasil.elpais.com___brasil_2016_04_12_politica_1460484960_263641.html.txt,1,elpais,impeachment-dilma
27,brasil.elpais.com___brasil_2016_04_15_politica_1460687713_055409.html.txt,1,elpais,impeachment-dilma
28,brasil.elpais.com___brasil_2016_04_15_politica_1460734774_530766.html.txt,1,elpais,impeachment-dilma
29,brasil.elpais.com___brasil_2016_04_17_media_1460895657_868124.html.txt,5,elpais,impeachment-dilma
30,brasil.elpais.com___brasil_2016_04_17_politica_1460924183_167143.html.txt,1,elpais,impeachment-dilma
31,brasil.elpais.com___brasil_2016_04_18_politica_1460943585_924610.html.txt,1,elpais,impeachment-dilma
32,brasil.elpais.com___brasil_2016_04_19_politica_1461019293_721277.html.txt,1,elpais,impeachment-dilma
33,brasil.elpais.com___brasil_2016_04_20_politica_1461184678_726086.html.txt,1,elpais,impeachment-dilma
34,brasil.elpais.com___brasil_2016_05_06_politica_1462487188_422479.html.txt,1,elpais,impeachment-dilma
35,brasil.elpais.com___brasil_2016_05_10_politica_1462835274_205462.html.txt,1,elpais,impeachment-dilma
36,brasil.elpais.com___brasil_2016_05_10_politica_1462910494_551515.html.txt,0,elpais,impeachment-dilma
37,brasil.elpais.com___brasil_2016_05_11_politica_1462991169_808675.html.txt,1,elpais,impeachment-dilma
38,brasil.elpais.com___brasil_2016_05_11_politica_1462997495_675228.html.txt,1,elpais,impeachment-dilma
39,brasil.elpais.com___brasil_2016_05_12_internacional_1463053024_876025.html.txt,5,elpais,impeachment-dilma
40,brasil.elpais.com___brasil_2016_05_12_politica_1463017113_667226.html.txt,1,elpais,impeachment-dilma
41,brasil.elpais.com___brasil_2016_05_19_politica_1463679369_944371.html.txt,1,elpais,impeachment-dilma
42,brasil.elpais.com___brasil_2016_05_23_politica_1464033744_760409.html.txt,1,elpais,impeachment-dilma
43,brasil.elpais.com___brasil_2016_06_08_politica_1465401227_020297.html.txt,5,elpais,impeachment-dilma
44,brasil.elpais.com___brasil_2016_06_10_politica_1465589880_428444.html.txt,1,elpais,impeachment-dilma
45,brasil.elpais.com___brasil_2016_06_27_politica_1467040634_118457.html.txt,1,elpais,impeachment-dilma
46,brasil.elpais.com___brasil_2016_07_01_politica_1467377006_399517.html.txt,5,elpais,impeachment-dilma
47,brasil.elpais.com___brasil_2016_08_09_internacional_1470754391_492099.html.txt,5,elpais,impeachment-dilma
48,brasil.elpais.com___brasil_2016_08_10_politica_1470784384_557956.html.txt,1,elpais,impeachment-dilma
49,brasil.elpais.com___brasil_2016_08_16_politica_1471370577_438351.html.txt,1,elpais,impeachment-dilma
50,brasil.elpais.com___brasil_2016_08_20_politica_1471655801_573594.html.txt,1,elpais,impeachment-dilma
51,brasil.elpais.com___brasil_2016_08_27_politica_1472257804_067144.html.txt,1,elpais,impeachment-dilma
52,brasil.elpais.com___brasil_2016_08_30_politica_1472516314_396319.html.txt,1,elpais,impeachment-dilma
53,brasil.elpais.com___brasil_2016_08_30_politica_1472559177_490168.html.txt,1,elpais,impeachment-dilma
54,brasil.elpais.com___brasil_2016_08_31_opinion_1472650538_750062.html.txt,1,elpais,impeachment-dilma
55,brasil.elpais.com___brasil_2016_08_31_politica_1472676017_457817.html.txt,1,elpais,impeachment-dilma
56,brasil.elpais.com___brasil_2016_09_01_politica_1472682956_242080.html.txt,5,elpais,impeachment-dilma
57,brasil.elpais.com___brasil_2016_09_01_politica_1472698540_990899.html.txt,5,elpais,impeachment-dilma
58,brasil.elpais.com___brasil_2016_09_07_internacional_1473281921_337121.html.txt,5,elpais,impeachment-dilma
59,brasil.elpais.com___brasil_2016_09_10_politica_1473459058_393103.html.txt,1,elpais,impeachment-dilma
60,brasil.elpais.com___brasil_2017_03_02_politica_1488465624_752767.html.txt,5,elpais,afastamento-aecio
61,brasil.elpais.com___brasil_2017_03_03_politica_1488567662_626759.html.txt,2,elpais,reforma-trabalhista
62,brasil.elpais.com___brasil_2017_03_14_politica_1489527515_791102.html.txt,2,elpais,reforma-trabalhista
63,brasil.elpais.com___brasil_2017_03_21_politica_1490127891_298981.html.txt,4,elpais,reforma-trabalhista
64,brasil.elpais.com___brasil_2017_03_29_opinion_1490806331_286763.html.txt,6,elpais,reforma-trabalhista
65,brasil.elpais.com___brasil_2017_03_30_politica_1490900263_754660.html.txt,5,elpais,reforma-trabalhista
66,brasil.elpais.com___brasil_2017_04_01_politica_1491007616_060512.html.txt,5,elpais,reforma-trabalhista
67,brasil.elpais.com___brasil_2017_04_18_politica_1492538007_595666.html.txt,5,elpais,reforma-trabalhista
68,brasil.elpais.com___brasil_2017_04_21_economia_1492726431_998946.html.txt,4,elpais,reforma-trabalhista
69,brasil.elpais.com___brasil_2017_04_22_politica_1492814264_277616.html.txt,2,elpais,reforma-trabalhista
70,brasil.elpais.com___brasil_2017_04_25_politica_1493074533_442768.html.txt,4,elpais,reforma-trabalhista
71,brasil.elpais.com___brasil_2017_04_25_politica_1493142273_498795.html.txt,5,elpais,reforma-trabalhista
72,brasil.elpais.com___brasil_2017_04_26_politica_1493228744_734088.html.txt,5,elpais,reforma-trabalhista
73,brasil.elpais.com___brasil_2017_04_26_politica_1493239710_815493.html.txt,2,elpais,reforma-trabalhista
74,brasil.elpais.com___brasil_2017_04_27_internacional_1493296487_352960.html.txt,4,elpais,reforma-trabalhista
75,brasil.elpais.com___brasil_2017_04_27_politica_1493248308_190135.html.txt,4,elpais,reforma-trabalhista
76,brasil.elpais.com___brasil_2017_04_27_politica_1493303188_266659.html.txt,5,elpais,reforma-trabalhista
77,brasil.elpais.com___brasil_2017_04_28_album_1493370617_756920.html.txt,5,elpais,reforma-trabalhista
78,brasil.elpais.com___brasil_2017_04_28_politica_1493403387_106996.html.txt,2,elpais,reforma-trabalhista
79,brasil.elpais.com___brasil_2017_05_01_actualidad_1493660125_039251.html.txt,4,elpais,reforma-trabalhista
80,brasil.elpais.com___brasil_2017_05_01_opinion_1493666728_748294.html.txt,5,elpais,reforma-trabalhista
81,brasil.elpais.com___brasil_2017_05_01_politica_1493667036_221043.html.txt,4,elpais,reforma-trabalhista
82,brasil.elpais.com___brasil_2017_05_04_politica_1493852422_954101.html.txt,6,elpais,reforma-trabalhista
83,brasil.elpais.com___brasil_2017_05_04_politica_1493927909_366887.html.txt,4,elpais,reforma-trabalhista
84,brasil.elpais.com___brasil_2017_05_11_politica_1494531783_848435.html.txt,2,elpais,reforma-trabalhista
85,brasil.elpais.com___brasil_2017_05_18_economia_1495143459_395778.html.txt,5,elpais,reforma-trabalhista
86,brasil.elpais.com___brasil_2017_05_18_politica_1495105098_952902.html.txt,0,elpais,afastamento-aecio
87,brasil.elpais.com___brasil_2017_05_19_deportes_1495208129_874657.html.txt,0,elpais,afastamento-aecio
88,brasil.elpais.com___brasil_2017_05_22_politica_1495471262_064279.html.txt,0,elpais,afastamento-aecio
89,brasil.elpais.com___brasil_2017_05_22_politica_1495479650_984383.html.txt,0,elpais,afastamento-aecio
90,brasil.elpais.com___brasil_2017_05_24_politica_1495659673_925165.html.txt,0,elpais,afastamento-aecio
91,brasil.elpais.com___brasil_2017_05_30_politica_1496177290_569617.html.txt,0,elpais,afastamento-aecio
92,brasil.elpais.com___brasil_2017_06_01_politica_1496345795_415837.html.txt,0,elpais,afastamento-aecio
93,brasil.elpais.com___brasil_2017_06_16_economia_1497635788_119553.html.txt,4,elpais,reforma-trabalhista
94,brasil.elpais.com___brasil_2017_06_20_politica_1497989756_924547.html.txt,2,elpais,reforma-trabalhista
95,brasil.elpais.com___brasil_2017_06_21_deportes_1497997158_880136.html.txt,2,elpais,reforma-trabalhista
96,brasil.elpais.com___brasil_2017_06_24_politica_1498256541_276454.html.txt,0,elpais,afastamento-aecio
97,brasil.elpais.com___brasil_2017_06_29_politica_1498748829_852994.html.txt,5,elpais,reforma-trabalhista
98,brasil.elpais.com___brasil_2017_06_30_politica_1498834680_138529.html.txt,0,elpais,afastamento-aecio
99,brasil.elpais.com___brasil_2017_07_01_politica_1498929668_859837.html.txt,0,elpais,afastamento-aecio
100,brasil.elpais.com___brasil_2017_07_06_politica_1499355819_599478.html.txt,0,elpais,afastamento-aecio
101,brasil.elpais.com___brasil_2017_07_13_politica_1499958789_546835.html.txt,4,elpais,reforma-trabalhista
102,brasil.elpais.com___brasil_2017_07_21_economia_1500671743_676963.html.txt,2,elpais,reforma-trabalhista
103,brasil.elpais.com___brasil_2017_08_04_politica_1501799787_669833.html.txt,5,elpais,reforma-trabalhista
104,brasil.elpais.com___brasil_2017_08_14_politica_1502721247_786237.html.txt,4,elpais,reforma-trabalhista
105,brasil.elpais.com___brasil_2017_08_19_politica_1503102587_092279.html.txt,0,elpais,afastamento-aecio
106,brasil.elpais.com___brasil_2017_08_31_internacional_1504172887_983395.html.txt,4,elpais,reforma-trabalhista
107,brasil.elpais.com___brasil_2017_09_27_politica_1506465951_537349.html.txt,0,elpais,afastamento-aecio
108,brasil.elpais.com___brasil_2017_10_11_politica_1507740544_240494.html.txt,0,elpais,afastamento-aecio
109,brasil.elpais.com___brasil_2017_10_17_politica_1508267354_678151.html.txt,0,elpais,afastamento-aecio
110,brasil.elpais.com___brasil_2017_11_10_economia_1510331929_272813.html.txt,4,elpais,reforma-trabalhista
111,brasil.elpais.com___brasil_2017_11_10_opinion_1510318260_752511.html.txt,5,elpais,reforma-trabalhista
112,brasil.elpais.com___brasil_2017_11_10_politica_1510337084_798012.html.txt,4,elpais,reforma-trabalhista
113,brasil.elpais.com___brasil_2017_11_15_economia_1510773029_686202.html.txt,4,elpais,reforma-trabalhista
114,brasil.elpais.com___brasil_2017_11_15_politica_1510702112_772288.html.txt,4,elpais,reforma-trabalhista
115,brasil.elpais.com___brasil_2017_11_22_politica_1511372635_524569.html.txt,6,elpais,reforma-trabalhista
116,brasil.elpais.com___brasil_2017_11_23_politica_1511462959_394417.html.txt,6,elpais,reforma-trabalhista
117,brasil.elpais.com___brasil_2018_03_21_politica_1521667364_977847.html.txt,3,elpais,prisao-lula
118,brasil.elpais.com___brasil_2018_03_22_politica_1521729755_637601.html.txt,3,elpais,prisao-lula
119,brasil.elpais.com___brasil_2018_03_22_politica_1521749058_576833.html.txt,3,elpais,prisao-lula
120,brasil.elpais.com___brasil_2018_03_26_politica_1522074828_633998.html.txt,3,elpais,prisao-lula
121,brasil.elpais.com___brasil_2018_03_26_politica_1522082315_074307.html.txt,3,elpais,prisao-lula
122,brasil.elpais.com___brasil_2018_03_26_politica_1522086274_176444.html.txt,3,elpais,prisao-lula
123,brasil.elpais.com___brasil_2018_03_28_politica_1522246580_512544.html.txt,5,elpais,prisao-lula
124,brasil.elpais.com___brasil_2018_04_03_politica_1522765227_879037.html.txt,3,elpais,prisao-lula
125,brasil.elpais.com___brasil_2018_04_03_politica_1522781676_848505.html.txt,3,elpais,prisao-lula
126,brasil.elpais.com___brasil_2018_04_04_politica_1522803698_804414.html.txt,3,elpais,prisao-lula
127,brasil.elpais.com___brasil_2018_04_04_politica_1522869590_474972.html.txt,3,elpais,prisao-lula
128,brasil.elpais.com___brasil_2018_04_04_politica_1522878768_532763.html.txt,3,elpais,prisao-lula
129,brasil.elpais.com___brasil_2018_04_05_politica_1522917041_563602.html.txt,3,elpais,prisao-lula
130,brasil.elpais.com___brasil_2018_04_05_politica_1522963303_065710.html.txt,3,elpais,prisao-lula
131,brasil.elpais.com___brasil_2018_04_06_politica_1522966312_016125.html.txt,3,elpais,prisao-lula
132,brasil.elpais.com___brasil_2018_04_06_politica_1522966647_821554.html.txt,3,elpais,prisao-lula
133,brasil.elpais.com___brasil_2018_04_06_politica_1523033454_739753.html.txt,3,elpais,prisao-lula
134,brasil.elpais.com___brasil_2018_04_06_politica_1523050291_534837.html.txt,3,elpais,prisao-lula
135,brasil.elpais.com___brasil_2018_04_08_album_1523143632_613898.html.txt,5,elpais,prisao-lula
136,brasil.elpais.com___brasil_2018_04_08_politica_1523145272_467301.html.txt,5,elpais,prisao-lula
137,brasil.elpais.com___brasil_2018_04_09_politica_1523288070_346855.html.txt,5,elpais,prisao-lula
138,brasil.elpais.com___brasil_2018_04_10_politica_1523382639_997189.html.txt,5,elpais,prisao-lula
139,brasil.elpais.com___brasil_2018_04_10_politica_1523397285_097805.html.txt,5,elpais,prisao-lula
140,brasil.elpais.com___brasil_2018_04_12_opinion_1523564591_777993.html.txt,5,elpais,prisao-lula
141,brasil.elpais.com___brasil_2018_04_13_opinion_1523620881_400713.html.txt,5,elpais,prisao-lula
142,brasil.elpais.com___brasil_2018_04_13_politica_1523629735_484727.html.txt,3,elpais,prisao-lula
143,brasil.elpais.com___brasil_2018_04_14_politica_1523729933_579711.html.txt,5,elpais,prisao-lula
144,brasil.elpais.com___brasil_2018_04_16_politica_1523883729_575620.html.txt,5,elpais,prisao-lula
145,brasil.elpais.com___brasil_2018_04_17_politica_1523982512_260960.html.txt,3,elpais,prisao-lula
146,brasil.elpais.com___brasil_2018_04_17_politica_1523996475_699405.html.txt,5,elpais,prisao-lula
147,brasil.elpais.com___brasil_2018_04_17_politica_1524000623_559794.html.txt,5,elpais,prisao-lula
148,brasil.elpais.com___brasil_2018_04_26_politica_1524693896_904880.html.txt,3,elpais,prisao-lula
149,brasil.elpais.com___brasil_2018_04_27_opinion_1524780731_282172.html.txt,3,elpais,prisao-lula
150,brasil.elpais.com___brasil_2018_05_04_politica_1525450574_426616.html.txt,5,elpais,prisao-lula
151,brasil.elpais.com___brasil_2018_05_11_politica_1525993566_602121.html.txt,3,elpais,prisao-lula
152,brasil.elpais.com___brasil_2018_05_14_politica_1526313397_289889.html.txt,5,elpais,prisao-lula
153,brasil.elpais.com___brasil_2018_05_16_opinion_1526496010_352483.html.txt,5,elpais,prisao-lula
154,brasil.elpais.com___brasil_2018_05_25_internacional_1527247722_723152.html.txt,5,elpais,prisao-lula
155,brasil.elpais.com___brasil_2018_06_15_opinion_1529073609_286008.html.txt,5,elpais,prisao-lula
156,brasil.elpais.com___brasil_2018_07_08_politica_1531064107_845443.html.txt,3,elpais,prisao-lula
157,brasil.elpais.com___brasil_2018_07_10_politica_1531249839_430186.html.txt,3,elpais,prisao-lula
158,brasil.elpais.com___brasil_2019_02_14_politica_1550153399_164356.html.txt,6,elpais,reforma-previdencia
159,brasil.elpais.com___brasil_2019_02_20_politica_1550665728_241052.html.txt,2,elpais,reforma-previdencia
160,brasil.elpais.com___brasil_2019_02_20_politica_1550676678_385935.html.txt,6,elpais,reforma-previdencia
161,brasil.elpais.com___brasil_2019_02_20_politica_1550684558_009836.html.txt,6,elpais,reforma-previdencia
162,brasil.elpais.com___brasil_2019_02_27_internacional_1551284780_172281.html.txt,5,elpais,reforma-previdencia
163,brasil.elpais.com___brasil_2019_03_21_politica_1553128586_781216.html.txt,5,elpais,reforma-previdencia
164,brasil.elpais.com___brasil_2019_03_27_politica_1553642262_663695.html.txt,2,elpais,reforma-previdencia
165,brasil.elpais.com___brasil_2019_03_28_politica_1553783247_132819.html.txt,2,elpais,reforma-previdencia
166,brasil.elpais.com___brasil_2019_04_03_politica_1554243545_893051.html.txt,2,elpais,reforma-previdencia
167,brasil.elpais.com___brasil_2019_04_03_politica_1554306984_314990.html.txt,2,elpais,reforma-previdencia
168,brasil.elpais.com___brasil_2019_04_05_politica_1554495483_053081.html.txt,3,elpais,soltura-lula
169,brasil.elpais.com___brasil_2019_04_09_politica_1554829618_536224.html.txt,2,elpais,reforma-previdencia
170,brasil.elpais.com___brasil_2019_04_16_politica_1555435394_456546.html.txt,2,elpais,reforma-previdencia
171,brasil.elpais.com___brasil_2019_04_24_politica_1556069205_678365.html.txt,2,elpais,reforma-previdencia
172,brasil.elpais.com___brasil_2019_05_01_politica_1556736036_111232.html.txt,5,elpais,reforma-previdencia
173,brasil.elpais.com___brasil_2019_05_04_opinion_1557004970_457239.html.txt,5,elpais,reforma-previdencia
174,brasil.elpais.com___brasil_2019_05_13_politica_1557776028_131882.html.txt,6,elpais,reforma-previdencia
175,brasil.elpais.com___brasil_2019_05_21_politica_1558444389_943589.html.txt,2,elpais,reforma-previdencia
176,brasil.elpais.com___brasil_2019_05_24_politica_1558716869_495068.html.txt,5,elpais,soltura-lula
177,brasil.elpais.com___brasil_2019_05_24_politica_1558728044_580166.html.txt,2,elpais,reforma-previdencia
178,brasil.elpais.com___brasil_2019_05_30_economia_1559249875_744795.html.txt,2,elpais,reforma-previdencia
179,brasil.elpais.com___brasil_2019_06_04_politica_1559606467_397200.html.txt,6,elpais,reforma-previdencia
180,brasil.elpais.com___brasil_2019_06_11_politica_1560288422_885150.html.txt,2,elpais,reforma-previdencia
181,brasil.elpais.com___brasil_2019_06_13_politica_1560460971_232201.html.txt,6,elpais,reforma-previdencia
182,brasil.elpais.com___brasil_2019_06_14_politica_1560535520_728346.html.txt,2,elpais,reforma-previdencia
183,brasil.elpais.com___brasil_2019_06_25_politica_1561486216_484958.html.txt,3,elpais,soltura-lula
184,brasil.elpais.com___brasil_2019_07_02_politica_1562025480_133184.html.txt,2,elpais,reforma-previdencia
185,brasil.elpais.com___brasil_2019_07_04_politica_1562240232_668933.html.txt,2,elpais,reforma-previdencia
186,brasil.elpais.com___brasil_2019_07_05_politica_1562277830_797738.html.txt,6,elpais,reforma-previdencia
187,brasil.elpais.com___brasil_2019_07_09_politica_1562667588_576954.html.txt,6,elpais,reforma-previdencia
188,brasil.elpais.com___brasil_2019_07_12_opinion_1562888021_465807.html.txt,5,elpais,reforma-previdencia
189,brasil.elpais.com___brasil_2019_07_12_politica_1562895648_549997.html.txt,6,elpais,reforma-previdencia
190,brasil.elpais.com___brasil_2019_07_19_politica_1563567581_475934.html.txt,2,elpais,reforma-previdencia
191,brasil.elpais.com___brasil_2019_07_21_opinion_1563668592_132165.html.txt,2,elpais,reforma-previdencia
192,brasil.elpais.com___brasil_2019_07_29_economia_1564427998_332628.html.txt,6,elpais,reforma-previdencia
193,brasil.elpais.com___brasil_2019_08_07_politica_1565192974_532316.html.txt,6,elpais,reforma-previdencia
194,brasil.elpais.com___brasil_2019_08_09_politica_1565303964_172748.html.txt,6,elpais,reforma-previdencia
195,brasil.elpais.com___brasil_2019_08_11_politica_1565523667_357865.html.txt,6,elpais,reforma-previdencia
196,brasil.elpais.com___brasil_2019_09_26_politica_1569512822_274743.html.txt,5,elpais,soltura-lula
197,brasil.elpais.com___brasil_2019_09_27_politica_1569619461_962971.html.txt,3,elpais,soltura-lula
198,brasil.elpais.com___brasil_2019_09_27_politica_1569621516_273670.html.txt,3,elpais,soltura-lula
199,brasil.elpais.com___brasil_2019_10_16_politica_1571260989_750853.html.txt,3,elpais,soltura-lula
200,brasil.elpais.com___brasil_2019_10_17_politica_1571324948_116990.html.txt,3,elpais,soltura-lula
201,brasil.elpais.com___brasil_2019_10_22_politica_1571772353_347004.html.txt,2,elpais,reforma-previdencia
202,brasil.elpais.com___brasil_2019_10_23_politica_1571785420_079177.html.txt,6,elpais,reforma-previdencia
203,brasil.elpais.com___brasil_2019_10_24_politica_1571935645_993613.html.txt,3,elpais,soltura-lula
204,brasil.elpais.com___brasil_2019_10_31_politica_1572533924_138228.html.txt,3,elpais,soltura-lula
205,brasil.elpais.com___brasil_2019_11_07_politica_1573137631_054672.html.txt,3,elpais,soltura-lula
206,brasil.elpais.com___brasil_2019_11_08_internacional_1573251966_050357.html.txt,5,elpais,soltura-lula
207,brasil.elpais.com___brasil_2019_11_08_politica_1573230948_757857.html.txt,3,elpais,soltura-lula
208,brasil.elpais.com___brasil_2019_11_08_politica_1573233784_149921.html.txt,3,elpais,soltura-lula
209,brasil.elpais.com___brasil_2019_11_08_politica_1573243603_302199.html.txt,5,elpais,soltura-lula
210,brasil.elpais.com___brasil_2019_11_08_politica_1573246435_115485.html.txt,3,elpais,soltura-lula
211,brasil.elpais.com___brasil_2019_11_09_politica_1573254096_185855.html.txt,5,elpais,soltura-lula
212,brasil.elpais.com___brasil_2019_11_09_politica_1573262549_557712.html.txt,5,elpais,soltura-lula
213,brasil.elpais.com___brasil_2019_11_09_politica_1573305490_484630.html.txt,3,elpais,soltura-lula
214,brasil.elpais.com___brasil_2019_11_09_politica_1573337968_481157.html.txt,5,elpais,soltura-lula
215,brasil.elpais.com___brasil_2019_11_12_politica_1573557270_097382.html.txt,5,elpais,soltura-lula
216,brasil.elpais.com___brasil_2019_11_28_politica_1574939740_491523.html.txt,5,elpais,soltura-lula
217,economia.estadao.com.br___blogs_o-seguro-morreu-de-velho_o-papel-dos-sindicatos-apos-a-reforma-trabalhista_.txt,4,estadao,reforma-trabalhista
218,economia.estadao.com.br___blogs_o-seguro-morreu-de-velho_reforma-da-previdencia-e-as-novas-regras-para-aposentadoria-especial_.txt,6,estadao,reforma-previdencia
219,"economia.estadao.com.br___galerias_geral,veja-as-5-profissoes-mais-afetadas-pela-reforma-trabalhista,35019.txt",5,estadao,reforma-trabalhista
220,"economia.estadao.com.br___noticias_geral,180-deputados-estao-dispostos-a-aprovar-reforma-da-previdencia-mas-com-ajustes,70002762940.txt",6,estadao,reforma-previdencia
221,"economia.estadao.com.br___noticias_geral,a-caixa-preta-do-sistema-s,70001779709.txt",5,estadao,reforma-trabalhista
222,"economia.estadao.com.br___noticias_geral,a-polarizacao-de-volta-nas-redes-sociais,70001753622.txt",5,estadao,reforma-trabalhista
223,"economia.estadao.com.br___noticias_geral,aliquota-para-servidor-pode-chegar-a-ate-22-depois-de-reforma-da-previdencia,70002729112.txt",2,estadao,reforma-previdencia
224,"economia.estadao.com.br___noticias_geral,apesar-de-crise-em-articulacao-politica-apoio-a-reforma-cresce-na-camara,70002782213.txt",6,estadao,reforma-previdencia
225,"economia.estadao.com.br___noticias_geral,apos-reforma-trabalhista-sindicatos-demitem-para-sobreviver,70002097236.txt",4,estadao,reforma-trabalhista
226,"economia.estadao.com.br___noticias_geral,apos-se-posicionar-contra-reformas-psb-muda-orientacao-e-libera-bancada,70001751338.txt",2,estadao,reforma-trabalhista
227,"economia.estadao.com.br___noticias_geral,bolsa-avanca-acima-dos-103-mil-pontos-com-abertura-de-sessao-da-previdencia,70002904593.txt",2,estadao,reforma-previdencia
228,"economia.estadao.com.br___noticias_geral,bolsonaro-admite-que-capitalizacao-pode-ficar-de-fora-da-reforma-da-previdencia,70002780520.txt",2,estadao,reforma-previdencia
229,"economia.estadao.com.br___noticias_geral,camara-rejeita-mudancas-no-texto-da-previdencia,70002959155.txt",6,estadao,reforma-previdencia
230,"economia.estadao.com.br___noticias_geral,centrais-sindicais-preparam-greve-geral-para-o-proximo-dia-28,70001747437.txt",5,estadao,reforma-trabalhista
231,"economia.estadao.com.br___noticias_geral,com-a-reforma-trabalhista-talvez-a-gente-nao-precise-de-5-mil-juizes-do-trabalho-diz-maia,70002090941.txt",2,estadao,reforma-trabalhista
232,"economia.estadao.com.br___noticias_geral,com-nova-lei-hospital-de-sp-elimina-folga-para-quem-trabalhar-no-feriado,70002079921.txt",4,estadao,reforma-trabalhista
233,"economia.estadao.com.br___noticias_geral,com-nova-lei-trabalhador-intermitente-pode-ficar-sem-beneficios-do-inss,70002085933.txt",4,estadao,reforma-trabalhista
234,"economia.estadao.com.br___noticias_geral,com-novas-mudancas-de-relator-economia-de-reforma-da-previdencia-cai-para-r-870-bi-em-dez-anos,70002996227.txt",6,estadao,reforma-previdencia
235,"economia.estadao.com.br___noticias_geral,com-regra-de-trabalho-intermitente-empregado-corre-risco-de-ter-de-pagar-para-trabalhar,70002099195.txt",4,estadao,reforma-trabalhista
236,"economia.estadao.com.br___noticias_geral,como-fica-minha-aposentadoria-com-a-proposta-da-previdencia-aprovada-no-senado,70003032903.txt",6,estadao,reforma-previdencia
237,"economia.estadao.com.br___noticias_geral,deputados-vao-apresentar-novo-projeto-para-reforma-da-previdencia,70002833319.txt",2,estadao,reforma-previdencia
238,"economia.estadao.com.br___noticias_geral,derrota-na-cas-significa-que-governo-nao-conseguiu-articular-senadores-diz-relator,70001851120.txt",2,estadao,reforma-trabalhista
239,"economia.estadao.com.br___noticias_geral,dolar-cai-com-otimismo-sobre-reforma-da-previdencia,70002877144.txt",2,estadao,reforma-previdencia
240,"economia.estadao.com.br___noticias_geral,dolar-sobe-apos-decisao-do-stf-que-pode-beneficiar-lula,70003081471.txt",5,estadao,soltura-lula
241,"economia.estadao.com.br___noticias_geral,em-comissao-e-adiada-mas-deve-ir-a-plenario-este-mes,70001831351.txt",2,estadao,reforma-trabalhista
242,"economia.estadao.com.br___noticias_geral,em-jerusalem-bolsonaro-acredita-em-reforma-ate-junho-sem-muita-desidratacao,70002775707.txt",2,estadao,reforma-previdencia
243,"economia.estadao.com.br___noticias_geral,empresarios-se-mobilizam-para-proteger-reforma,70002771971.txt",2,estadao,reforma-previdencia
