url,subject,journal
https://istoe.com.br/451654_O+TIME+DE+TEMER/,impeachment-dilma,istoe
https://istoe.com.br/calendario-preve-discussao-e-votacao-do-impeachment-no-plenario-em-1o/,impeachment-dilma,istoe
https://istoe.com.br/dilma-se-despede-do-palacio-da-alvorada/,impeachment-dilma,istoe
https://www.istoedinheiro.com.br/noticias/economia/20160411/comissao-parlamentar-recomenda-abertura-processo-impeachment/361386,impeachment-dilma,istoe
https://istoe.com.br/jamais-vou-desistir-de-lutar-afirma-dilma-apos-afastamento/,impeachment-dilma,istoe
https://istoe.com.br/gritos-e-insultos-interrompem-julgamento-do-impeachment-de-dilma/,impeachment-dilma,istoe
https://istoe.com.br/cunha-sobre-afastamento-de-dilma-antes-tarde-do-que-nunca/,impeachment-dilma,istoe
https://brasil.elpais.com/brasil/2016/08/30/politica/1472559177_490168.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2015/12/02/politica/1449093380_156718.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2015/12/08/politica/1449576293_761185.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/17/media/1460895657_868124.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/08/10/politica/1470784384_557956.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/05/11/politica/1462991169_808675.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/05/10/politica/1462835274_205462.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/09/10/politica/1473459058_393103.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/05/23/politica/1464033744_760409.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/05/12/politica/1463017113_667226.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/08/20/politica/1471655801_573594.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/03/30/politica/1459293666_164652.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/08/27/politica/1472257804_067144.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/20/politica/1461184678_726086.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/06/politica/1459978876_935564.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/08/16/politica/1471370577_438351.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/08/30/politica/1472516314_396319.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/05/politica/1459812255_649619.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/19/politica/1461019293_721277.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/15/politica/1460734774_530766.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2015/12/16/opinion/1450265966_724667.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/04/05/politica/1459872017_590938.html,impeachment-dilma,elpais
https://brasil.elpais.com/brasil/2016/03/28/politica/1459189645_411464.html,impeachment-dilma,elpais
